,kor,eng
25454,우리는 서울에 오전 10시에 도착 예정입니다 .,We are going to arrive in Seoul at 10 a .m .
25455,우리는 서울에서 맛있는 음식을 먹었어요 .,We ate delicious food in Seoul .
25456,우리는 서울의 스트리트 패션 사진을 찍고 있어요 .,We are taking photos of street fashions in Seoul .
25457,우리는 선금을 입금하였습니다 .,We sent you the deposit .
25458,우리는 선물을 주기로 약속했습니다 .,We promised to give presents to each other .
25459,우리는 선생님에게 많은 질문을 했어요 .,We asked a lot of questions to the teacher .
25460,우리는 선생님의 지도가 절실히 필요한 상황입니다 .,We really need instructions from a teacher .
25461,우리는 선적에 대한 아무런 연락도 받지 못했어요 .,We didn t get any contact about shipping .
25462,우리는 선적을 부산으로 해야 해요 .,We have to ship this to Busan .
25463,우리는 선적이 완료된 후 선하 증권을 보내겠습니다 .,We will send you a bill of lading after the shipment is finished .
25464,우리는 선적할 준비를 모두 마쳤습니다 .,We are ready to ship .
25465,우리는 선조의 장한 일들을 잊어버려서는 안 됩니다 .,We should not forget our ancestor s admirable performances .
25466,우리는 선주 에드워드와 함께 작업을 감시하고 있습니다 .,We are monitoring the work with the shipowner Edward .
25467,우리는 선착장에서 배를 타고 보라카이로 갔습니다 .,We got on a boat at the dock and went to Boracay .
25468,우리는 설날 아침에 꼭 떡국을 먹습니다 .,We always eat tteokguk in the morning of Lunar New Year s Day .
25469,우리는 설날에 새해 복 많이 받으라는 말을 합니다 .,On Newyear s day we say wish you a fortune this year .
25470,우리는 설날에 송편을 먹는 관습이 있습니다 .,We have a custom of eating rice cake on New Year s Day .
25471,우리는 설렁탕 내장탕 등을 판매해요 .,We sell sullungtang naejangtan and more .
25472,우리는 설문 조사에 따라 제품을 만듭니다 .,We create products according to the survey .
25473,우리는 설문지를 미리 만들어야 해요 .,We have to make questionnaires in advance .
25474,우리는 설비의 복구를 완료했어요 .,We completed the restoration of equipment .
25475,우리는 설악산은 첫째 날에 갔습니다 .,We went to Seoraksan Mountain on our first day .
25476,우리는 설정값을 변경한 적 없어요 .,We have not changed the settings .
25477,우리는 설정을 건드리지 않았습니다 .,We did not touch the settings .
25478,우리는 설치 가이드를 개발 진행 중입니다 .,We have been developing the Install Guide .
25479,우리는 설치 및 확인을 하고 발주계획을 세워 다시 연락을 드리도록 하겠습니다 .,We will connect you after we install confirm and plan for the order .
25480,우리는 설치와 시운전을 갖고 싶습니다 .,We want to have an installation and a trial run .
25481,우리는 성 소수자를 크게 게이 레즈비언 양성애자 트랜스젠더로 나누어 이야기할 수 있습니다 .,We can largely divide the sexual minorities into gay lesbian bisexual transgender .
25482,우리는 성격이 비슷한 것 같아 .,I think we are alike in personalities .
25483,우리는 성격이 쾌활해서 명쾌함을 지향해요 .,We have a cheerful personality so we re looking for clarity .
25484,우리는 성경에 나와 있는 말씀 그대로 따르며 삽니다 .,We live according to the sayings on the Bible .
25485,우리는 성경으로부터 도움을 받을 수 있지 .,We can get some help from the Bible .
25486,우리는 성경을 다양한 관점으로 읽고 이해해야 해요 .,We have to read and understand the bible from a variety of perspectives .
25487,우리는 성공을 원하면 그녀에게 배워야 해요 .,We have to learn from her if we want to succeed .
25488,우리는 성공의 기초를 쌓았습니다 .,We built the foundation of success .
25489,우리는 성공이 보통 결과에 의해 평가된다는 것을 알고 있습니다 .,We know that success is evaluated on the result in general .
25490,우리는 성공적으로 과제를 마쳤습니다 .,We finished the task successfully .
25491,우리는 성공하기를 바랍니다 .,We hope we will succeed .
25492,우리는 성능 좋은 카메라로 이 프로젝트를 촬영하고 있습니다 .,We are taking this project with a good camera .
25493,우리는 성당에서 뛰어노는 아이들과도 사진을 찍었어 .,We also took pictures with the kids running around in the cathedral .
25494,우리는 성으로 가는 길을 택했지요 .,We took the road to the castle .
25495,우리는 성인 가방 지갑 액세서리를 전부 취급하고 있습니다 .,We accept all bags wallets and accessories for adults .
25496,우리는 성인이 되어서 연인이 되었어 .,We became lovers when we have grown up .
25497,우리는 성인이 될 때까지 친구였어요 .,We have been friends until we become adults .
25498,우리는 성찬식을 열었습니다 .,We held Holy Communion .
25499,우리는 성탄절 때 선물을 주고받아요 .,We exchange gifts with each other at Christmas .
25500,우리는 성향이 다른 거 같아요 .,I think we have different personalities .
25501,우리는 세 가지 실험을 해보았어요 .,We did three kinds of experiments .
25502,우리는 세 명이서 고기를 이만큼 먹었어 .,We were three and we ate this much of meat .
25503,우리는 세가지 케이크를 모두 먹어보았지 .,We tried all three cakes .
25504,우리는 세계로 그리고 우주로 갑니다 .,We go into the world and space .
25505,우리는 세계의 끔찍한 음식 열 가지를 소개할 것입니다 .,We are going to introduce the 10 terrible food in the world .
25506,우리는 세계의 변화를 이해하고 생각해야 해요 .,We have to understand and think about the world s change .
25507,우리는 세계의 변화에 맞춰 생각해야 합니다 .,We should think according to the world s change .
25508,우리는 세계의 여러 브랜드를 한국에 성공적으로 유통하고 있습니다 .,We are distributing various kinds of brands from all over the world successfully .
25509,우리는 세계적 전망을 가지고 있어야 합니다 .,We should have had worldwide prospects .
25510,우리는 세계적으로 유명한 여수박람회에 방문했었다 .,We visited Yeosu Expo which is famous in the world .
25511,우리는 세계적인 표준에 충족시켜야 해요 .,We have to meet the global standards .
25512,우리는 세계화에 발맞출 수 있습니다 .,We can keep pace with globalization .
25513,우리는 세관 신고에 단지 인형이라고 적어서 발송합니다 .,We will send the customs declaration described as a doll .
25514,우리는 세관에 바로 제출을 해야 합니다 .,We have to submit immediately to the customs .
25515,우리는 세관에 수입 신고하기 위해 서류가 필요합니다 .,We need documents for import declaration to customs .
25516,우리는 세관에서 수량을 확인했기 때문에 정확합니다 .,It s accurate because we checked the quantity at the customs .
25517,우리는 세관원에게 문서를 제출하라는 요청을 받았다 .,We ve been asked to submit the documents to the customs officer .
25518,우리는 세균에 노출되어 있어요 .,We are exposed to bacteria .
25519,우리는 세금을 안 내고 싶어요 .,We don t want to pay taxes .
25520,우리는 세꼬시 자연산 회 등을 판매해요 .,We sell sekkosi jayeonsan hoe and more .
25521,우리는 세꼬시 해초요리 등을 판매해요 .,We sell sekkosi seaweed dishes and so on .
25522,우리는 세대 차이를 극복하기 위해 어떤 노력을 해야 할까요 ?,What should we try to overcome the generation gap ?
25523,우리는 세부에 갈 것입니다 .,We re going to Cebu .
25524,우리는 세부에서 열심히 공부합니다 .,We study hard in Cebu .
25525,우리는 세상을 변화시킵니다 .,We are changing the world .
25526,우리는 세제와 샴푸 사용을 줄여야 합니다 .,We should reduce the usage of detergents and shampoos .
25527,우리는 세차할 필요가 있어요 .,We need a car wash .
25528,우리는 센서에 대해서 본사에 문의 중이에요 .,We are requesting sensors to the head office .
25529,우리는 센터에서 수영을 했습니다 .,We swam at the center .
25530,우리는 셀프로 먹는 술집입니다 .,This is a self served bar .
25531,우리는 셔츠에 구멍이 있어 세탁하지 않았어요 .,We didn t wash the shirt because there was a hole .
25532,우리는 소 곱창 대창 등을 판매해요 .,We sell beef tripe daechang and more .
25533,우리는 소 곱창 막창구이 등을 판매합니다 .,We sell beef tripe makchang gui etc .
25534,우리는 소갈비 육회 등을 판매해요 .,We sell beef ribs yukhoe and so on .
25535,우리는 소갈비 한정식 등을 판매해요 .,We sell beef ribs Korean table d hote and more .
25536,우리는 소개하는 것을 연습했었습니다 .,We practiced introducing ourselves .
25537,우리는 소금구이 육회 등을 판매해요 .,We sell sogeum gui yukhoe etc .
25538,우리는 소급조정을 원합니다 .,We want the retroactive adjustment .
